Random,Image,State_I,Tweets,State_T
0.273806088621688,PrePics/Pre001.jpg,Positive,هواپیمای مسافربری بویینگ ۷۳۷ متعلق به خطوط هوایی اوکراین در شهریار پس از پرواز از فرودگاه امام خمینی(ره) دچار نقص فنی شد و سقوط کرد. ,Anger
0.881914635832202,PrePics/Pre002.jpg,Negative,بنابر اطلاعیه شرکت ملی پخش فرآورده های نفتی، از ساعت صفر روز ۲۴ ماه آبان سهمیه بندی بنزین برای تمام وسایل نقلیه بنزین سوز آغاز شد. ,Anger
